FECHA_CORTE;CAMA;HABI;RUC;RAZON_SOCIAL;NOMBRE_COMERCIAL;TELEF1;TELEF2;TELEF3;TELEF4;VIA;DES_VIA;NUMERO;INTERIOR;OBS_DOMICILIO;ZONA;DES_ZONA;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;E_MAIL;PAGINA_WEB;CLASE;CATEGORIA;NRO_CERTIFICADO;FECHA_EXPEDICION;REP_LEGAL
20260824;41;23;10026993518;Sandoval Valdiviezo, Manuel Humberto;EL ARIBALO;;;;969683647;CAR.;PIURA SECHURA  KM. 12.5;;;;;;200105;PIURA;PIURA;CATACAOS;masava@hotmail.com;;Hotel;2 Estrellas;004-2014;21-ABR-2014 05:00:00;Manuel Humberto Sandoval Valdiviezo
20260824;46;21;10306421501;CHAMBI MAMANI, GLORIA;Q'UÑI WASI  ;;;;957223030/54480021;Calle;FRANCISCO PIZARRO;MZ L;LOTE 7;;;CHIVAY;040501;AREQUIPA;CAYLLOMA;CHIVAY;quniwasi.colca@gmail.com;;Hotel;2 Estrellas;Certificado 035-2023-GRA/GRCET/SGT.;19-MAY-2023 05:00:00;Gloria Chambi Mamani
20260824;31;31;20424044203;PERU BELMOND HOTELS S.A.;MACHU PICCHU SANCTUARY LODGE.;;;;;CAR.;HIRAM BIGHAM KM 7.5;;;;;;081304;CUSCO;URUBAMBA;MACHUPICCHU;;www.oriente-expresshoteles.com;Hotel;4 Estrellas;027-2015;04-SEP-2015 05:00:00;Laurent André Carrasset Gros
20260824;6;6;20604172935;INKASABIOS S.A.C.;INKASABIOS;;;;984651008;Calle;TUPAC YUPANQUI;254;;;;;080101;CUSCO;CUSCO;CUSCO;info@hotelinkasabioscusco.pe;;Apart Hotel;3 Estrellas;22-2026;20-JUL-2026 05:00:00;Sonia Alferez Ubalde
20260824;32;22;20608752006;TURISTAS BCA E.I.R.L.;HOTEL DE TURISTAS;;;;979071882;JR.;SAN MARTIN;190;;;CI.;;060701;CAJAMARCA;HUALGAYOC;BAMBAMARCA;hoteleriayturismosinai@gmail.com;;Hotel;2 Estrellas;CERTIFICADO 573-2022;29-DIC-2022 05:00:00;Salome Carranza Rubio
20260824;17;12;20606531096;INVERSIONES LOS FRAYLES S.A.C.;LOS FRAYLES;;;;56545141;AV.;AA.HH. ALAN GARCIA PEREZ MZ. D LT. 5;;;;;;110505;ICA;PISCO;PARACAS;hostalfrayles@hotmail.com;;Hostal;2 Estrellas;136-2017/DZP;04-ABR-2022 05:00:00;Jorge Luis Moreyra Lozano
20260824;10;7;20613717006;PURACHATA ECOLODGE SOCIEDAD ANÓNIMA CERRADA;PURACHATA SAC;;;;927063947;CAR.;IQUITOS-NAUTA ;km 41.7;;CENTRO POBLADO EXPETROLEROS;;CARRETERA IQUITOS-NAUTA KM 41.700 ;160113;LORETO;MAYNAS;SAN JUAN BAUTISTA;purachataecologe@gmeil.com;www.purachata.com;Albergue;Sin Categoria;258-2025-GRL-GERCETUR;11-DIC-2025 05:00:00;Kattery Valerie Valdivia Acho
20260824;44;31;20445677842;REPRESENTACIONES PALMA REAL S.A.C.;HOTEL PALM A REAL ;;;;43697804;AV.;ENRIQUE MEIGGS;;;2DO PISO;;;021801;ÁNCASH;SANTA;CHIMBOTE;hotelpalmareal@grupodulcemar.pe;www.grupodulcemar.com;Hotel;3 Estrellas;005-2025;14-NOV-2025 05:00:00;Ana Maria Garcia Quiroz
20260824;50;38;10164548479;SUCESION INDIVISA RIOJA TARRILLO FAUSTINO;AURORA;;;;979258947;Calle;ALFONSO UGARTE;1616;;;;;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;jrestudiocontable@gmail.com;/;Hotel;2 Estrellas;1072-2026;26-FEB-2026 05:00:00;Nestor Orlando Rioja Carranza
20260824;29;29;20611512016;INTERNAZIONALE HOTEL GROUP S.A.C.;INTERNAZIONALE HOTEL GROUP S.A.C.;;;;66284776/966444588;BL.;URB. MARIA PARADO DE BELLIDO;MZ. O ;;CERCADO;URB.;MARIA PARADO DE BELLIDO MZ. O; LTE. 01;050101;AYACUCHO;HUAMANGA;AYACUCHO;internazionalehotel.ayacucho@gmail.com;www.internazionalehotelayacucho.com;Hotel;3 Estrellas;015-2018;24-SEP-2018 05:00:00;Kenia Virginia Cisneros Pillaca
20260824;64;35;10176143482;ACOSTA ZUÑIGA DE BANCES DELICIA DEL ROSARIO;ZAID;;;;915928755;Calle;REAL;602;;;;;140303;LAMBAYEQUE;LAMBAYEQUE;ILLIMO;;;Hotel;2 Estrellas;1081-2026;14-ABR-2026 05:00:00;Delicia Del Rosario Acosta Zuñiga De Bances
20260824;21;21;10416440935;AGUILAR ALIAGA, HIPOLITO;CAMBER INN;;;;;AV.;REPUBLICA DEL PERU;338;;;;;240302;TUMBES;ZARUMILLA;AGUAS VERDES;jeanscamber@hotmail.com;;Hotel;3 Estrellas;004-13/Grt-Dircetur;08-MAR-2013 05:00:00;Hipolito Aguilar Aliaga
20260824;25;25;10710202368;Butron Bazan, Janet Erika;MIRAMAR;;;;5862048;AV.;MIRAMAR;125;;;;;150201;LIMA;BARRANCA;BARRANCA;;;Hostal;2 Estrellas;025-03-2011;21-MAR-2011 05:00:00;Janet Erika Butron Bazan
20260824;20;20;20615000958;SERVICIOS MULTIPLES DYLAN Y YALIT S.A.C.;DYLAN & YALIT;;;;998705752;AV.;OSCAR R. BENAVIDES;590;;PLAZA DE ARMAS DE PUEBLO NUEVO;CI.;;110207;ICA;CHINCHA;PUEBLO NUEVO;;;Hotel;3 Estrellas;0308-2026/DZCH;12-MAR-2026 05:00:00;Ruth Nilomna Ramirez Manza
20260824;41;20;20615573451;HOTEL SAID SOCIEDAD ANONIMA CERRADA;SAID;;;;969420363;Calle;LOS CLAVELES;541;;;P.J.;VILLAVICENCIO;140308;LAMBAYEQUE;LAMBAYEQUE;OLMOS;hospedajesaid@gmail.com;;Hotel;2 Estrellas;1076-2026;20-MAR-2026 05:00:00;Segundo Octavio Benites Mio
20260824;105;57;10289658497;LOPEZ CAUTI MARY LUZ;LA CASONA;;;;944632597;JR.;DOMINGO AYARZA;606-608;;DISTRITO DE CORACORA;CI.;CORACORA;050701;AYACUCHO;PARINACOCHAS;CORACORA;italobocangelcuadros50@gmail.com;;Hotel;1 Estrella;062-2026;04-JUN-2026 05:00:00;Mary Luz Lopez Cauti
20260824;39;22;20609575922;HOSPEDAJE "REY DAVID" EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;HOSPEDAJE REY DAVID;;;;963605560;JR.;28 DE JULIO;247;;PARAGSHA;URB.;SIMON BOLIVAR;190109;PASCO;PASCO;SIMON BOLÍVAR;angeldchf@gmail.com;;Hostal;2 Estrellas;001-2026;19-ENE-2026 05:00:00;Angel David Chamorro Flores
20260824;42;12;20552626321;Saima Inversiones;LA PRADERA;;;;994389882;AV.;ALBERTO MÜLLER ;S/N;;;ZN.;SAN JOSÉ;190302;PASCO;OXAPAMPA;CHONTABAMBA;lapraderalodge@gmail.com;www.lapraderalodge.com;Albergue;Sin Categoria;166-2016;15-ENE-2016 05:00:00;Porfirio Safra Muñoz
20260824;35;20;20611498285;INVERSIONES SOLORZANO RIMAC E.I.R.L.;MISHKI PUNUY;;;;947016364;CAR.;CUMPAYHUARA LT1;;;;;;021201;ÁNCASH;HUAYLAS;CARAZ;kikebv3e@gmail.com;;Hostal;2 Estrellas;273-2026;18-MAR-2026 05:00:00;Catalina Fidelina Solorzano Rimac
20260824;28;23;10464242941;FALCON GIRON, GIOVANNA AURIA;LOS ANDENES;;;;944200750/994968107;Calle;INDEPENDENCIA;204;;;;LA UNION;040801;AREQUIPA;LA UNIÓN;COTAHUASI;hotellosandenes@gmail.com;;Hotel;1 Estrella;027-2022-GRA/GRCET/SGT;01-JUL-2022 05:00:00;Giovanna Auria Falcon Giron
20260824;8;4;10162970254;GAGO CURI DE MEZA CATALINA MARCELA;KATITA;;;;987259462/915070197;Calle;TUPAC AMARU;;;;;;151018;LIMA;YAUYOS;LARAOS;;;Albergue;Sin Categoria;110-2022;16-AGO-2022 05:00:00;Catalina Marcela Gago Curi
20260824;91;43;20406464181;HHP HOTELES HACIENDA DEL PERU S.R.L.;HOTEL HACIENDA DEL VALLE;;;;984120313;CAR.;CP SE.  RINCONADA S/N YANAHUARA 7MO PARADERO;;;;;;081301;CUSCO;URUBAMBA;URUBAMBA;gerencia.cusco@hhp.com.pe;www.hhp.com.pe;Hotel;4 Estrellas;19-2026;13-JUL-2026 05:00:00;Hilda Ada Nohemi Aramayo Cordero
20260824;36;23;10735326657;SANDOVAL ZAMBRANO MARY GRACIA;CORAL HOTEL;;;;935096795;Calle;SAN MARTIN ;101;;;;;140116;LAMBAYEQUE;CHICLAYO;CAYALTI;;;Hotel;2 Estrellas;1059-2025;12-SEP-2025 05:00:00;Mary Gracia Sandoval Zambrano
20260824;19;16;10450233744;ROMERO PEREZ ROSA ELVIRA;HOSTAL SOL RADIANTE;;;;968194900;JR.;UCAYALI;422;;;CI.;BARRIO SAN PEDRO;060101;CAJAMARCA;CAJAMARCA;CAJAMARCA;;;Hostal;2 Estrellas;CERTIFICADO Nº 716-2026;30-MAR-2026 05:00:00;Rosa Elvira Romero Perez
20260824;52;24;20612333531;FENIX MACHUPICCHU SOCIEDAD ANONIMA CERRADA;FENIX HOTEL MACHUPICCHU;;;;963939332;Calle;WIRACOCHA;202;;;;;081304;CUSCO;URUBAMBA;MACHUPICCHU;admi.fenixmapi24@gmail.com;;Hotel;3 Estrellas;15-2026;08-JUN-2026 05:00:00;Bruno Huaychay Huaman
20260824;10;8;10075142132;LAUREANO MAURICIO HERLESS;PLAZA;;;;949350863/963943900;JR.;LEONCIO PRADO;118;;;;;190101;PASCO;PASCO;CHAUPIMARCA;plazahotelapart@gmail.com;www.actiweb.es/plazaaparthotel;Apart Hotel;3 Estrellas;268-2018;05-OCT-2018 05:00:00;Herless Laureano Mauricio
20260824;25;13;20614981858;GTR DEL PERU S.A.C.;MAR APART HOTEL ;;;;958078596;PJ.;RAMON CASTILLA MZ. N, LT. 2;;;;;;020801;ÁNCASH;CASMA;CASMA;crfow30@gmail.com;;Apart Hotel;5 Estrellas;286-2026-DIRCETUR-A;21-JUL-2026 05:00:00;Carlos Alonso Rosales Fow
20260824;9;9;15606960546;TORNEL RAMIREZ GABRIELA DE LOS ANGELES;ANTHONY´S;;;;14215439/992413517;JR.;SOLEDAD;269;;;;;150116;LIMA;LIMA;LINCE;hostalanthonys@gmail.com;www.hostalanthonys.com;Hostal;2 Estrellas;D000006-2026-MML-GDE-ST;22-ENE-2026 05:00:00;Gabriela De Los Angeles Tornel Ramirez
20260824;;;10327976252;Castillo Facho Nora Lani;AIJIN;;;;;JR.;MANUEL VILLAVICENCIO;717;;;;;021801;ÁNCASH;SANTA;CHIMBOTE;;;Hostal;2 Estrellas;020-2011--Dircetur-A;10-JUN-2011 05:00:00;Nora Lani Castillo Facho
20260824;40;20;10070956077;TERRAZAS JIMENEZ MANUEL ALCIDES;LA MANSIÓN LUX ;;;;940869439;JR.;APURÍMAC;339;;;;;030401;APURÍMAC;AYMARAES;CHALHUANCA;;;Hotel;2 Estrellas;10-2026;20-MAY-2026 05:00:00;Manuel Alcides Terrazas Jimenez
20260824;37;20;20312032288;HOTEL OLIMPICA S.R.L.;LA CASA DE THEO;;;;923848027/951290571;Calle;RIVERO;536;;;;;040101;AREQUIPA;AREQUIPA;AREQUIPA;olimpicahotel@hot.com;www.sacasahoteles.com ;Hotel;3 Estrellas;04-2026-GRA/GRCET/SGT;16-ENE-2026 05:00:00;Teofilo Diaz Mendoza
20260824;20;16;10214656944;DIAZ VDA DE RAMOS ELBA GLORIA;"GLORIA";;;;990574884/229502;Calle;URB.DIVINO MAESTRO;H-21;;;CI.;;110101;ICA;ICA;ICA;walrd22@gmail.com;;Hostal;1 Estrella;0311-2026;07-ABR-2026 05:00:00;Elba Gloria Diaz Vda De Ramos
20260824;40;20;10419640536;CELIS SIRLOPU VILMA CRISTINA;BLU;;;;961334332;Calle;RÍO CHANCAY;155;;;URB.;VILLAREAL;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;italiahoteles@gmail.com;;Hotel;2 Estrellas;1079-2026;07-ABR-2026 05:00:00;Vilma Cristina Celis Sirlopu
20260824;36;20;20601525675;G&R INVESTMENTS S.A.C.;HOTEL WAKAYA ECOLODGE;;;;955656418/938198248;CAR.;FEDERICO BASADRE KM. 7.200 ;;;;;;250105;UCAYALI;CORONEL PORTILLO;YARINACOCHA;wakayaecolodge@gmail.com;www.wakayaecolodge.com;Hotel;3 Estrellas;015-2026;04-AGO-2026 05:00:00;Cleber Perez Alvarado
20260824;20;20;10404685339;HELLER RENGIFO RAUL SELVIN;MIS AMORES;;;;977977042;Calle;17 DE JUNIO MZ E LT 20;;;;PU.;MASUSA;160108;LORETO;MAYNAS;PUNCHANA;bornwild189@gmail.com;;Albergue;Sin Categoria;CERTIFICADO N° 275-2026-GRL-GRDE-DIRCETUR-DT;23-MAR-2026 05:00:00;Raul Selvin Heller Rengifo
20260824;;;20454107901;H.P. Palestino E.I.R.L.;PALESTINO II;;;;;Calle;PUNO;423;;;;;040110;AREQUIPA;AREQUIPA;MIRAFLORES;hp_palestino@yahoo.es;;Hostal;2 Estrellas;053-2021;10-NOV-2021 05:00:00;Barbara Paola Chami Villasante
20260824;15;10;10107218772;GUERRERO GARCIA HILDA ROSA;JAZAL;;;;;AV.;AREQUIPA;220;;;;;150101;LIMA;LIMA;LIMA;;;Hostal;2 Estrellas;421-001-Mincetur;19-DIC-2019 05:00:00;Hilda Rosa Guerrero Garcia
20260824;;;10411991402;Barrera Sobenes Rita Lizbeth;CASONA BLANCA;;;;54231371/996622504;Calle;ALVAREZ THOMAS;419;;;;;040101;AREQUIPA;AREQUIPA;AREQUIPA;hostal-casonablanca@hotmail.com;www.casonablancahostal.com;Hostal;3 Estrellas;10411991402-001;04-SEP-2015 05:00:00;Rita Lizbeth Barrera Sobenes
20260824;14;13;10272660412;Diaz Oblitas, Gamaliel Abdon;LOS DELFINES;;;;;AV.;NICOLAS DE PIEROLA;160;;;;;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;;;Hostal;2 Estrellas;833-2019;15-OCT-2019 05:00:00;Gamaliel Abdon Diaz Oblitas
20260824;52;30;20272483494;CONSETUR S.A.;LA POSADA DEL PUENTE;;;;914986771;AV.;BOLOGNESI ;101;;;;;040101;AREQUIPA;AREQUIPA;AREQUIPA;administracion@laposadadelpuente.com;www.laposadadelpuente.com ;Hotel;5 Estrellas;01-2026-GRA/GRCET/SGT;06-ENE-2026 05:00:00;Victor Andres Bolaños Espinoza
20260824;319;167;20428170661;SOL MELIA PERU S.A.C.;LA PACCHA ;;;;;AV.;SOL;1436;;;;;080101;CUSCO;CUSCO;CUSCO;;;Hotel;4 Estrellas;02-2026;06-FEB-2026 05:00:00;Victoria Soledad Villegas De La Cruz
20260824;34;27;20613595679;HOTEL LA TERRAZAS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;HOTEL LAS TERRAZAS;;;;972944165;Calle;CALLE;505;;RESTAURANT LAS TERRAZAS;BA.;JIRON HILARIO CARRASCO 505;240101;TUMBES;TUMBES;TUMBES;zevallosj751@gmail.com;;Hotel;3 Estrellas;CERTIFICADO N° 001-2026/G.R.T.-DIRCETUR-DR;07-ABR-2026 05:00:00;Jenny Gregoria Zevallos Zarate
20260824;59;33;20603609884;HOTEL EL CHURRE E.I.R.L.;EL CHURRE;;;;507006/997599214;JR.;TARAPACA;501;;;;;200601;PIURA;SULLANA;SULLANA;hotelelchurrereservas@gmail.com;;Hotel;2 Estrellas;001-2015;19-OCT-2018 05:00:00;Shirley Mercedes Noblecilla Baca
20260824;33;33;20528302735;ALOJAMIENTO AK ME QUEDO E.I.R.L.;ALOJAMIENTO AK ME QUEDO;;;;;Calle;ROSALES ;C9;;FRENTE AL SEGURO DE LA MARINA;;CALLE LOS ROSALES. A.H LOS ROSALES MZA C LOTE 9;160108;LORETO;MAYNAS;PUNCHANA;PRIMAVERAS1444@GMAIL.COM;;Albergue;Sin Categoria;261-2026-GRL-GRDE-GERCETUR;19-ENE-2026 05:00:00;Exequiel Campos Benavides
20260824;22;10;10334046775;MORI GUTIERREZ YOLANDA;PLAZA;;;;41690093;JR.;GRAU;534;;FRENTE  A LA PLAZA MAYOR DE CHACHAPOYAS;;;010101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;hostalplaza2017@gmail.com;;Hostal;2 Estrellas;001-2026;06-FEB-2026 05:00:00;Yolanda Mori Gutierrez
20260824;14;10;10243831259;LOAIZA CAJIGAS MARIA CLIFE;ROMA;;;;;JR.;JUNIN;27B;;;;;080301;CUSCO;ANTA;ANTA;;;Hostal;2 Estrellas;07-2026;31-MAR-2026 05:00:00;Maria Clife Loaiza Cajigas
20260824;45;21;20611550279;FIGUAR S.A.C.;RIVERA;;;;976085984;Calle;CAJAMARCA;248;;;URB.;PATAZCA;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;fidelgutierrez372@gmail.com;;Hotel;2 Estrellas;1008-2024;17-MAY-2024 05:00:00;Fidel Gutierrez Arista
20260824;11;9;10040286476;Cajachagua Silvestre, Carlos Hugo;LAMPARITA DEL MINERO C&R;;;;963523229;AV.;VELASCO ALVARADO;15;;;;CAYHUAYNA ALTA;100111;HUÁNUCO;HUÁNUCO;PILLCO MARCA;carloscajachauguasilvestre@gmail.com;;Hostal;1 Estrella;0003-2023;08-FEB-2023 05:00:00;Carlos Hugo Cajachagua Silvestre
20260824;8;6;10327404038;LOPEZ GONZALES POLONIA;HOSTAL* PAOLITA LA ÚNICA;;;;970587806;Calle;MZ. A LT. 18 - 2DO PISO;;;FRENTE DEL MERCADO LOS OLIVOS;URB.;VILLA MERCEDES;021809;ÁNCASH;SANTA;NUEVO CHIMBOTE;pl212747@gmail.com;;Hostal;1 Estrella;282-2026 DIRCETUR-A;15-JUN-2026 05:00:00;Polonia Lopez Gonzales
20260824;41;26;20558344661;SUAREZ SORIA INVERSIONES Y SERVICIOS E.I.R.L.;DCARLO CLASS;;;;958317872/54214614;ESQ.;PSJE. SAN JUAN Y LA PAZ;310;;;;;040101;AREQUIPA;AREQUIPA;AREQUIPA;reservas@dcarlohotel.com;;Hotel;3 Estrellas;20558344661-001;22-ABR-2016 05:00:00;Norma Brigida Soria Galindo
20260824;17;10;20273692607;Empresa De Hospedaje Turistico Scrl;EL BALCON;;;;54286998/999334374/979758423;Calle;GARCIA CALDERON;202;;;;;040101;AREQUIPA;AREQUIPA;AREQUIPA;elbalconhostalturistico@gmail.com;;Hostal;3 Estrellas;20273692607-001;06-JUL-2016 05:00:00;Cecilia Amanda Longhi Saravia De Gonzales
20260824;10;10;10429514661;ALFARO QUISPE BETZABETH;TRES LUNAS;;;;9295521038;VIA;H.U. DE OFICIO GRAL. JOSE DE SAN MARTIN MZ. C1 LT. 03;;;;;;110505;ICA;PISCO;PARACAS;hostal3lunas@gmail.com;;Hostal;3 Estrellas;306-2025/DIRCETUR-DT;30-DIC-2025 05:00:00;Betzabeth Alfaro Quispe
20260824;;;20606348585;Jean  Noe  Huamani  Tupay  E.I.R.L.;JNHTUPAY  E.I.R.L.;;;;;Calle;SAN  ANTONIO;318;;;;;040110;AREQUIPA;AREQUIPA;MIRAFLORES;hostaljnhtupayeirl@gmail.com;;Hostal;3 Estrellas;029-2021;25-JUN-2021 05:00:00;Cirilo Huamani Charcas
20260824;29;18;10452406158;RODRIGUEZ LIRA, GIANINA;CAMPIÑA DORADA;;;;958327853;AV.;VIDAURRAZAGA ;A;16  B;;;URBANIZACIÓN CAMPIÑA DORADA;040101;AREQUIPA;AREQUIPA;AREQUIPA;gianinarodri23@gmail.com;;Hostal;2 Estrellas;Certificado 054-2023-GRA/GRCET/SGT;14-NOV-2023 05:00:00;Gianina Rodriguez Lira
20260824;44;22;10292264963;DIAZ PONCE DE LIENDO, ELENA VICTORIA;GRAN HOTEL;;;;54212001/969389234;AV.;ALVAREZ THOMAS;451;;;;;040101;AREQUIPA;AREQUIPA;AREQUIPA;granhotelarequipa@gmail.com;;Hotel;1 Estrella;10292264963-001;12-ENE-2015 05:00:00;Elena Victoria Diaz Ponce De Liendo
20260824;27;16;20603274980;Hotel Restaurant Confort S.C.R.L.;CONFORT;;;;941007000;JR.;DIAMANTE;9;;;;;190101;PASCO;PASCO;CHAUPIMARCA;hotelconfort@gmail.com;;Hostal;1 Estrella;189-2016;25-AGO-2016 05:00:00;Blanca Juliana Baldeon Travezaño
20260824;24;12;10157204497;LITANO SOSA RAFAEL;WESTERN PLUS;;;;941887176;Calle;SAN ANTONIO;1370;;;;;140105;LAMBAYEQUE;CHICLAYO;JOSÉ LEONARDO ORTIZ;rafaelsosa1971@gmail.com;;Hostal;2 Estrellas;1066-2025;17-DIC-2025 05:00:00;Rafael Litano Sosa
20260824;15;15;10339619757;ANGULO SANTILLAN, MARIA NATIVIDAD;WARA;;;;;AV.;PERU;3054;;;;;150135;LIMA;LIMA;SAN MARTÍN DE PORRES;;;Hostal;2 Estrellas;D000010-2026-MML-GDE-ST_CamTi;13-FEB-2026 05:00:00;Jhenisaboy Zelada Cruz
20260824;38;20;10013117808;CALSIN AQUINO, FRANCISCO;EL MIRADOR;;;;951715664/51325333;JR.;SANDIA;578;;;;;211101;PUNO;SAN ROMÁN;JULIACA;hostalmirador_1@hotmail.com;;Hostal;1 Estrella;02-2015;03-MAR-2015 05:00:00;Francisco Calsin Aquino
20260824;33;18;20614813831;HATUN WASI PUNO E.I.R.L;HATUN WASI PUNO;;;;975666662;JR.;INCAS;208;;EL FRENTE DE PLAZA VEA;BA.;PORTEÑO;210101;PUNO;PUNO;PUNO;hatunwasi209@gmail.com;-;Hostal;2 Estrellas;08-2026;05-MAR-2026 05:00:00;Rocio Yliana Avila Carpio
20260824;11;10;10707712924;Miranda Lara, Jazmin Rosa;WANKHALLA;;;;956017805;JR.;JORGE CHAVEZ;S/N;;;;;151014;LIMA;YAUYOS;HUANCAYA;wankhalla.hospedaje@gmail.com;;Hostal;1 Estrella;064;09-JUL-2024 05:00:00;Jazmin Rosa Miranda Lara
20260824;38;23;20568480296;GALIO HOTEL E.I.R.L.;GALIO;;;;964387894/64212891;Calle;REAL;1106;;;;;120101;JUNÍN;HUANCAYO;HUANCAYO;reservas@galiohotel.com;www.galiohotel.com;Hotel;2 Estrellas;CERRIFICADO N 126-2026-GRJ-DIRCETUR;17-FEB-2016 05:00:00;Giovanna Gaby Hinostroza Miranda
20260824;61;30;10026561464;LALUPU ESPINOZA, ALFREDO VIDAL;ORQUIDEAS HOTEL;;;;523902;AV.;GRAU;1676;;;;;200101;PIURA;PIURA;PIURA;hotelorquideas@hotmail.com;www.orquideashotel.com.pe;Hotel;2 Estrellas;005-2014;21-ABR-2014 05:00:00;Alfredo Vidal Lalupu Espinoza
20260824;47;31;20614314428;A&N ALTIVA S.A.C.;ALTIVA;;;;92518591;AV.;AREQUIPA;911;;;;;040103;AREQUIPA;AREQUIPA;CAYMA;thamaradelcarpio14@gmail.com;;Hotel;4 Estrellas;02-2026-GRA/GRCET/SGT;12-ENE-2026 05:00:00;Nelida Julia Ocsa Bustamante
20260824;18;18;20604213500;360 TRAVEL COMPANY S.A.C.;LA ESTANCIA;;;;947863873/942135960;AV.;LA RINCONADA MZ D;Lote 5;;;;URB. LA RINCONADA DE HUACACHINA;110101;ICA;ICA;ICA;reservas@laestanciahotel.pe;www.laestanciahotel.pe;Hostal;3 Estrellas;298-2025;12-JUN-2025 05:00:00;Lohi Mauricio Cavero Ramirez
20260824;43;22;10428525189;DOMINGUEZ PEÑA, GIULLIANA KATHERINE;FANTASIA;;;;972900008;AV.;MARISCAL CASTILLA;978;;;;;240101;TUMBES;TUMBES;TUMBES;hostalfantasiatumbes@hotmail.com;www.hostalfantasiatumbes.com;Hostal;3 Estrellas;003-14/Grt-Dircetur;12-NOV-2014 05:00:00;Giulliana Katherine Dominguez Peña
20260824;27;20;20523880749;IA CONTACTORS SAC;GRAN PALMA;;;;592499/984352785/989155096;VIA;URBANIZACIÓN SANTA ROSA N°2 BARRIO PARTICULAR;;;;URB.;SANTA ROSA  N°2 BARRIO PARTICULAR;200701;PIURA;TALARA;PARIÑAS;reservas@hotelgranpalma.com;www.hotelgranpalma.com;Hotel;3 Estrellas;002-2023;21-NOV-2023 05:00:00;Kellyn Gomez Espinoza
20260824;36;24;10329159979;VILLARREAL QUIROZ ARMANDO;HOSTAL VILLA;;;;998186780;Calle;ANTENOR ORREGO;24;2A;;A.H.;MIRAFLORES BAJO;021801;ÁNCASH;SANTA;CHIMBOTE;;;Hostal;1 Estrella;010-2023;28-ABR-2023 05:00:00;Armando Villarreal Quiroz
20260824;12;6;10220789930;Cespedes Caso, Emilio Gustavo;DUNAS BLANCAS;;;;56521737;AV.;MARIA REICHE;160;;;;;110301;ICA;NASCA;NASCA;hostal-dunasblancas@hotmail.com;;Hostal;2 Estrellas;067-2013/Dt-Dzn;28-NOV-2013 05:00:00;Emilio Gustavo Cespedes Caso
20260824;20;10;20603053321;Corporacion Turistica Marina S.A.C.;RESIDENCIAL MARINA HOUSE;;;;42565519;JR.;RICARDO PALMA;544;;;;;220909;SAN MARTÍN;SAN MARTÍN;LA BANDA DE SHILCAYO;;;Hostal;3 Estrellas;122.22.09.01;31-DIC-2018 05:00:00;Javier Marina Lazo
20260824;54;39;20602122612;Corporacion Ll & T S.A.C.;VERONA;;;;;AV.;UNIVERSITARIA MZ. B, LT. 11;;;;URB.;LOS PARQUES DE VILLA SOL;150117;LIMA;LIMA;LOS OLIVOS;hverona1820@hotmail.com;www.hotelybañosturcosverona.com;Hotel;3 Estrellas;258-001-Mincetur-Cla;17-MAY-2018 05:00:00;Indalecio Llanos Zulueta
20260824;80;80;20392669974;CORPORATION KOPER S.A.C.;SMART HOTEL;;;;987355120/4571183;JR.;TALARA;109-115;;;URB.;LOS CEREZOS;070104;CALLAO;PROV. CONST. DEL CALLAO;LA PERLA;;;Hotel;3 Estrellas;N° DE REGISTRO 001-2026/GRC/GRDE/OCTEM;23-MAY-2026 05:00:00;Pedro Rafael Calderon Culque
20260824;108;108;20613151151;MANDARA S.A.C.;MANDARA;;;;960171605;Calle;ENRIQUE PETRAL;120;;;URB.;ZÁRATE;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;mandarahotelspa@hotmail.com;;Hotel;2 Estrellas;D000005-2026-MML-GDE-ST;22-ENE-2026 05:00:00;Adhemir Enrique De Los Rios Martinez
20260824;68;34;20109067688;SILMA CONST. Y NEGOCIOS TURISTICOS S.A.;APART HOTEL SAN MARTIN;;;;;JR.;SAN MARTIN;598;;;;;150122;LIMA;LIMA;MIRAFLORES;antonio@sanmartinaparthotel.com.pe;www.sanmartinhotel.com;Apart Hotel;4 Estrellas;D000076-2025-MML-GDE-ST;15-SEP-2025 05:00:00;Patricia Egle Farje Justo
20260824;53;30;20455826471;HOTEL PLAZA SAN ANTONIO EIRL;PLAZA SAN ANTONIO;;;;973341847/54220502;PQ.;JAVIER LUNA PIZARRO;200;;;;;040110;AREQUIPA;AREQUIPA;MIRAFLORES;hplazasanantonio@gmail.com;www.hotelplazasanantonio.com.pe;Hotel;3 Estrellas;Nº 038-2026-GRA/GRCET/SGT;21-JUL-2026 05:00:00;Andres Mauricio Zavala Avila
